Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_EVI,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
punjabgrid,00,29.735,74.035,2022-11-17,h24v06,127.0,2057.0,0.1537,0.2512,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.035,2023-09-30,h24v06,127.0,2057.0,0.2223,0.3119,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.035,2023-10-16,h24v06,127.0,2057.0,0.1373,0.1991,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.035,2023-11-01,h24v06,127.0,2057.0,0.1873,0.2829,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.035,2023-11-17,h24v06,127.0,2057.0,0.2885,0.3895,3230.0,0b0000110010011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2018-09-30,h24v06,127.0,2086.0,0.1428,0.2067,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2018-10-16,h24v06,127.0,2086.0,0.1088,0.1593,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2018-11-01,h24v06,127.0,2086.0,0.1151,0.1785,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2018-11-17,h24v06,127.0,2086.0,0.1541,0.245,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2019-09-30,h24v06,127.0,2086.0,0.16,0.2328,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2019-10-16,h24v06,127.0,2086.0,0.1285,0.1963,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2019-11-01,h24v06,127.0,2086.0,0.1067,0.1641,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2019-11-17,h24v06,127.0,2086.0,0.1108,0.183,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2020-09-29,h24v06,127.0,2086.0,0.153,0.2193,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2020-10-15,h24v06,127.0,2086.0,0.1175,0.1692,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2020-10-31,h24v06,127.0,2086.0,0.097,0.1425,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2020-11-16,h24v06,127.0,2086.0,0.1078,0.1667,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2021-09-30,h24v06,127.0,2086.0,0.1842,0.265,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2021-10-16,h24v06,127.0,2086.0,0.112,0.177,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2021-11-01,h24v06,127.0,2086.0,0.1499,0.2294,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2021-11-17,h24v06,127.0,2086.0,0.1806,0.2733,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2022-09-30,h24v06,127.0,2086.0,0.1262,0.1908,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2022-10-16,h24v06,127.0,2086.0,0.0985,0.158,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2022-11-01,h24v06,127.0,2086.0,0.1259,0.195,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2022-11-17,h24v06,127.0,2086.0,0.2348,0.3501,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2023-09-30,h24v06,127.0,2086.0,0.1533,0.2259,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2023-10-16,h24v06,127.0,2086.0,0.1615,0.2324,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2023-11-01,h24v06,127.0,2086.0,0.1575,0.2305,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,00,29.735,74.105,2023-11-17,h24v06,127.0,2086.0,0.2537,0.3385,3230.0,0b0000110010011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2018-09-30,h24v06,93.0,2036.0,0.1316,0.2026,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2018-10-16,h24v06,93.0,2036.0,0.1215,0.1867,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2018-11-01,h24v06,93.0,2036.0,0.1246,0.2103,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2018-11-17,h24v06,93.0,2036.0,0.1416,0.2223,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2019-09-30,h24v06,93.0,2036.0,0.2393,0.3371,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2019-10-16,h24v06,93.0,2036.0,0.2024,0.3032,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2019-11-01,h24v06,93.0,2036.0,0.173,0.2478,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2019-11-17,h24v06,93.0,2036.0,0.1811,0.2834,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2020-09-29,h24v06,93.0,2036.0,0.1803,0.2594,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2020-10-15,h24v06,93.0,2036.0,0.147,0.217,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2020-10-31,h24v06,93.0,2036.0,0.1395,0.2087,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2020-11-16,h24v06,93.0,2036.0,0.1458,0.2325,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2021-09-30,h24v06,93.0,2036.0,0.2342,0.3679,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2021-10-16,h24v06,93.0,2036.0,0.1808,0.2675,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2021-11-01,h24v06,93.0,2036.0,0.1193,0.1969,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2021-11-17,h24v06,93.0,2036.0,0.1487,0.2431,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2022-09-30,h24v06,93.0,2036.0,0.1799,0.2573,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2022-10-16,h24v06,93.0,2036.0,0.1408,0.2192,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2022-11-01,h24v06,93.0,2036.0,0.1364,0.2125,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2022-11-17,h24v06,93.0,2036.0,0.1858,0.2867,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2023-09-30,h24v06,93.0,2036.0,0.2026,0.3022,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2023-10-16,h24v06,93.0,2036.0,0.1533,0.2331,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2023-11-01,h24v06,93.0,2036.0,0.2004,0.312,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.035,2023-11-17,h24v06,93.0,2036.0,0.3103,0.4146,3230.0,0b0000110010011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2018-09-30,h24v06,93.0,2065.0,0.1775,0.2633,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2018-10-16,h24v06,93.0,2065.0,0.1393,0.2249,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2018-11-01,h24v06,93.0,2065.0,0.1215,0.2039,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2018-11-17,h24v06,93.0,2065.0,0.2005,0.3207,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2019-09-30,h24v06,93.0,2065.0,0.2388,0.3495,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2019-10-16,h24v06,93.0,2065.0,0.2147,0.3212,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2019-11-01,h24v06,93.0,2065.0,0.1929,0.2851,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2019-11-17,h24v06,93.0,2065.0,0.178,0.305,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2020-09-29,h24v06,93.0,2065.0,0.2353,0.3466,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2020-10-15,h24v06,93.0,2065.0,0.1804,0.2729,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2020-10-31,h24v06,93.0,2065.0,0.1282,0.2136,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2020-11-16,h24v06,93.0,2065.0,0.1976,0.3028,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2021-09-30,h24v06,93.0,2065.0,0.3085,0.4604,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2021-10-16,h24v06,93.0,2065.0,0.2266,0.3309,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2021-11-01,h24v06,93.0,2065.0,0.2077,0.3243,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2021-11-17,h24v06,93.0,2065.0,0.2274,0.3643,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,01,29.805,74.105,2022-09-30,h24v06,93.0,2065.0,0.2567,0.3413,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
